host_id,AGG_COUNT,host_total_listings_count,effected_by_policy_1,effected_by_policy_2,effected_by_policy_3,bedrooms,accommodates,rounded_revenue,days_rented
"29858935","1","1","1","1","0","1","3","0","0"
"298604341","1","2","1","1","0","2","4","0","0"
"29862464","1","1","1","0","0","1","2","0","0"
"2986336","2","4","2","1","0","2","4","315","3"
"29864774","2","4","2","2","0","4","9","0","0"
"299044142","1","2","1","1","0","2","6","0","0"
"29930025","1","2","1","1","0","2","4","0","0"
"29948712","1","1","1","1","0","1","4","0","0"
"299532406","1","0","0","0","0","1","3","9415","241"
"2997726","1","1","1","1","0","1","4","4234","70"
"2998884","2","4","2","0","0","2","4","0","0"
"299960300","1","0","1","1","0","1","2","3573","96"
"29996722","1","1","1","0","0","1","2","0","0"
"299972228","1","0","1","1","0","5","10","0","0"
"30032114","1","1","1","1","0","1","2","371","7"
"30040081","1","1","1","1","0","1","2","0","0"
"30061485","1","1","1","1","0","1","3","0","0"
"30070066","1","1","1","1","0","1","3","0","0"
"300785607","1","0","1","1","0","2","6","0","0"
"3008285","1","2","1","1","0","2","5","0","0"
"300919184","1","0","1","1","0","2","5","0","0"
"30094188","2","4","2","2","0","6","8","0","0"
"30101147","3","9","3","0","3","3","6","0","0"
"30116759","2","4","2","0","0","2","2","3528","132"
"30117249","1","1","1","1","0","1","5","0","0"
"30118097","1","1","1","1","0","1","2","0","0"
"301232344","1","0","1","1","0","1","4","1181","22"
"301260536","1","0","1","1","0","2","5","0","0"
"30141205","1","1","1","1","0","4","4","0","0"
"301492547","4","300","4","4","4","13","40","0","0"
"30151293","1","4","1","1","1","3","8","0","0"
"30163040","1","2","1","1","0","2","4","0","0"
"301869538","1","0","1","1","0","3","5","0","0"
"302070787","1","0","1","1","0","2","4","11700","156"
"302110858","3","0","3","1","0","6","11","0","0"
"30211133","2","4","0","2","0","2","7","5462","77"
"3021496","1","1","1","1","0","1","2","1207","18"
"302171473","1","0","1","1","0","1","4","6964","92"
"30219524","2","4","2","2","0","2","9","0","0"
"302250575","1","3","1","1","1","1","4","393","7"
"3025028","1","4","1","0","1","1","2","0","0"
"302505342","1","0","0","1","0","2","5","3209","59"
"30255358","1","1","1","1","0","1","2","0","0"
"30261606","1","1","1","0","0","1","2","0","0"
"30268298","4","24","4","0","4","4","8","36837","422"
"30268783","1","0","1","0","0","1","2","0","0"
"302699251","1","0","1","1","0","1","4","0","0"
"302725563","1","0","1","1","0","2","4","661","7"
"3027266","2","4","2","1","0","3","8","0","0"
"30275562","1","1","1","1","0","1","4","928","18"
"30279695","1","1","1","1","0","2","5","0","0"
"302849942","1","0","1","1","0","2","4","371","3"
"302879392","2","4","2","0","0","2","4","0","0"
"3029201","1","3","1","1","1","2","4","2377","14"
"30296997","1","1","1","1","0","1","2","557","11"
"30306003","1","1","0","1","0","2","4","0","0"
"3031191","4","16","3","1","4","6","17","949","21"
"303125001","1","0","1","1","0","3","8","0","0"
"3031300","9","108","9","9","9","13","46","7062","54"
"30328500","1","1","1","1","0","0","3","910","18"
"303291125","1","0","1","1","0","1","4","542","7"
"30368150","1","1","1","1","0","1","4","0","0"
"303716456","1","0","0","1","0","1","3","4234","111"
"3037227","1","1","1","1","0","1","4","1114","11"
"30400430","1","1","1","1","0","1","2","0","0"
"304290741","7","49","7","0","7","7","26","12342","94"
"30475009","1","2","0","1","0","3","5","7436","52"
"3048564","1","1","1","1","0","1","2","1924","26"
"3049351","1","2","1","1","0","1","2","0","0"
"304988913","1","0","1","1","0","1","3","1534","26"
"305027331","4","16","4","0","4","4","11","965","14"
"30516877","1","1","1","0","0","1","2","0","0"
"30520815","1","1","1","1","0","2","2","0","0"
"305210919","1","0","1","1","0","2","7","286","3"
"30521907","1","2","1","0","0","1","1","0","0"
"305429971","4","0","4","0","0","4","8","2733","40"
"305430062","1","0","1","1","0","3","6","6496","40"
"305439008","13","0","13","1","0","12","36","3712","17"
"305439550","1","0","1","0","0","1","2","0","0"
"305492325","1","1","1","1","0","1","4","0","0"
"30552107","1","1","1","1","0","2","4","7005","152"
"30556105","2","4","2","1","0","3","8","0","0"
"305633241","6","0","6","6","0","7","21","14475","127"
"306326482","1","2","1","1","0","2","6","0","0"
"30637010","1","2","1","1","0","2","4","3138","48"
"306492160","1","1","1","1","0","2","4","672","3"
"30657319","2","6","2","1","2","2","6","527","7"
"306748236","1","0","1","1","0","1","3","0","0"
"306900121","2","0","2","2","0","2","6","0","0"
"306995610","1","0","1","1","0","1","4","21060","234"
"3070629","7","56","7","7","7","8","24","30846","437"
"307109310","1","1","0","1","0","1","2","7242","111"
"307129075","1","0","1","1","0","1","3","0","0"
"307132532","3","3","3","0","0","3","8","0","0"
"3073679","1","1","1","1","0","2","4","0","0"
"30738208","2","2","2","1","0","3","6","78","3"
"3074234","1","2","0","1","0","3","5","3443","33"
"30754855","1","1","1","0","0","1","2","0","0"
"3075554","3","9","3","3","3","4","10","16182","91"
"307585050","1","2","1","1","0","1","4","11781","193"
"307618490","2","4","2","2","0","2","4","7833","211"
"307628721","2","16","2","2","2","2","5","4237","118"
"3076329","1","1","1","0","0","1","2","1883","48"
"3076625","3","9","3","0","3","3","5","2462","70"
"30772042","4","20","4","2","4","4","9","0","0"
"30779305","5","25","5","2","5","5","11","1801","21"
"307793749","1","0","1","1","0","1","4","590","11"
"30781182","1","2","1","1","0","1","4","0","0"
"308142106","1","1","1","0","0","1","2","0","0"
"30818209","1","4","1","1","1","2","8","1158","11"
"30819385","1","1","1","1","0","1","4","0","0"
"30862279","16","272","16","9","16","23","58","74315","1361"
"308707299","1","0","1","1","0","1","5","1768","26"
"30894007","1","1","1","1","0","1","2","921","14"
"30899968","1","2","1","0","0","1","1","0","0"
"309024054","1","1","1","0","0","1","1","0","0"
"309030763","1","0","1","1","0","3","7","0","0"
"3091756","2","10","2","2","2","3","6","0","0"
"30922902","1","1","1","1","0","1","4","0","0"
"309663439","1","0","1","1","0","1","4","0","0"
"30994209","1","2","1","1","0","1","3","0","0"
"31001622","1","1","1","1","0","1","4","891","14"
"31016604","1","1","1","1","0","1","3","10307","137"
"31029705","1","1","1","1","0","1","4","557","11"
"310487364","3","9","3","0","3","3","6","10871","151"
"31053148","2","2","2","2","0","6","21","3937","7"
"31068709","1","1","1","1","0","2","4","0","0"
"310704680","1","0","1","1","0","2","4","0","0"
"31082019","1","1","1","1","0","1","2","0","0"
"310912890","2","2","2","2","0","4","10","0","0"
"311074454","4","0","4","0","0","4","11","0","0"
"31125826","1","1","1","1","0","2","4","0","0"
"311329737","2","0","2","2","0","2","6","0","0"
"311359191","1","0","1","1","0","1","4","0","0"
"31141665","1","1","1","1","0","1","2","0","0"
"31146487","1","1","0","1","0","2","4","1248","26"
"31154015","1","1","1","1","0","1","3","2139","22"
"311873604","1","1","1","1","0","1","2","0","0"
"31192285","1","1","1","1","0","3","6","6407","55"
"31195027","1","1","0","1","0","1","4","0","0"
"312008861","3","9","3","3","3","3","13","3790","28"
"312019085","1","1","1","1","0","1","4","0","0"
"312062553","2","8","2","2","2","4","8","0","0"
"312242315","1","0","1","1","0","1","2","0","0"
"3122763","1","2","1","1","0","1","3","0","0"
"312501713","1","0","1","1","0","2","6","0","0"
"312510634","3","0","3","3","0","6","11","13746","226"
"31264722","1","1","1","1","0","1","4","0","0"
"312774918","1","1","1","1","0","0","2","0","0"
"3128783","1","1","1","1","0","0","2","0","0"
"31289014","1","3","1","1","1","1","4","0","0"
"313021103","2","0","2","0","0","7","5","0","0"
"31302189","1","1","1","1","0","1","2","0","0"
"313032104","5","25","5","0","5","5","11","297","3"
"313040155","2","6","2","0","2","2","5","0","0"
"313040628","1","0","0","1","0","1","4","2392","52"
"313063607","3","3","3","0","0","3","7","0","0"
"313081653","8","64","8","1","8","9","20","3567","76"
"31312727","1","5","1","0","1","1","2","772","29"
"313345544","1","0","1","1","0","1","2","445","7"
"313349388","1","0","1","1","0","2","6","9828","100"
"31337740","3","6","3","3","0","4","12","11714","144"
"31350239","2","6","1","2","2","4","11","6986","70"
"31359642","1","1","1","1","0","2","4","4932","59"
"3136501","1","1","1","1","0","0","2","0","0"
"3136574","1","0","1","1","0","1","3","0","0"
"313712748","5","0","5","5","0","8","17","63289","395"
"313738329","3","9","3","0","3","3","6","4809","92"
"313757867","2","4","2","0","0","2","3","222","6"
"313810174","2","0","2","2","0","2","8","0","0"
"313909","1","2","1","1","0","1","2","0","0"
"31395793","2","2","0","2","0","2","4","0","0"
"314141125","1","0","1","1","0","1","2","2800","48"
"31417752","1","2","1","1","0","2","6","0","0"
"314187926","1","1","1","1","0","1","4","2756","52"
"314936","1","2","1","1","0","3","7","0","0"
"314961098","2","2","2","2","0","6","12","0","0"
"31512498","1","1","1","1","0","3","5","0","0"
"31513286","1","2","1","1","0","2","4","1114","11"
"315285246","1","0","1","1","0","1","4","0","0"
"315286615","1","0","1","1","0","0","3","4145","115"
"315310986","1","0","1","1","0","0","2","0","0"
"31533851","4","16","4","4","4","6","19","15618","99"
"31536294","1","2","1","0","0","1","2","0","0"
"3155042","1","1","1","0","0","1","2","0","0"
"3155418","1","1","1","1","0","1","3","3175","55"
"3156317","3","9","3","3","3","1","6","0","0"
"31577728","1","0","1","1","0","2","4","813","11"
"31578983","2","4","2","1","0","3","6","0","0"
"31584432","5","45","5","5","5","15","37","0","0"
"315864003","1","0","1","1","0","2","6","10593","115"
"31590064","1","1","1","1","0","1","4","0","0"
"316104919","1","1","1","1","0","3","8","0","0"
"316335042","6","12","6","2","0","6","11","293","14"
"316403601","1","1","1","1","0","2","6","0","0"
"31642762","1","1","1","1","0","1","4","0","0"
"316431263","1","0","1","1","0","2","6","0","0"
"316437878","1","0","1","1","0","1","2","0","0"
"316447063","1","0","1","1","0","2","4","412","3"
"316771386","1","0","1","1","0","2","2","534","11"
"316789775","2","0","2","0","0","1","4","0","0"
"316794094","1","0","1","1","0","2","4","3695","18"
"316826896","1","1","1","1","0","3","8","0","0"
"31685339","1","2","1","1","0","0","2","0","0"
"3169482","2","12","2","2","2","5","9","0","0"
"3170412","12","192","11","12","12","24","63","110478","724"
"31712340","1","1","1","1","0","1","2","0","0"
"3174636","1","1","1","0","0","1","2","0","0"
"317524407","1","0","1","1","0","1","3","1129","14"
"317690231","1","0","1","1","0","2","5","787","14"
"31772308","2","4","2","1","0","3","6","702","26"
"317764680","2","0","2","2","0","4","12","787","7"
"31787260","1","2","1","1","0","1","2","2967","63"
"317965971","1","1","1","1","0","1","4","6871","92"
"31796789","1","1","1","1","0","2","6","0","0"
"3179998","3","9","3","3","3","4","12","11569","196"
"318038706","1","0","1","1","0","3","7","1281","18"
"318041545","1","2","1","1","0","1","3","1604","33"
"31815616","1","4","1","1","1","1","4","0","0"
"318327804","1","0","1","1","0","1","4","11885","118"
"31843166","7","49","7","7","7","11","25","0","0"
"31847699","1","1","1","1","0","2","5","980","14"
"31870836","1","3","1","1","1","1","3","196","3"
"318801742","8","56","8","0","8","8","11","70","3"
"318907196","1","0","1","1","0","1","4","1838","33"
"31913408","1","1","1","0","0","1","2","0","0"
"31913609","2","4","2","0","0","2","4","1838","40"
"3191681","2","2","2","2","0","2","7","15700","133"
"31927500","1","0","0","1","0","3","6","2822","29"
"319520209","1","0","1","1","0","3","6","22285","111"
"319572883","1","1","1","0","0","1","4","0","0"
"31959790","1","2","1","0","0","1","2","0","0"
"32008995","2","2","2","0","0","2","3","0","0"
"32051895","3","6","3","1","0","4","8","1039","29"
"321243800","6","42","6","5","6","7","17","0","0"
"32128204","1","0","1","1","0","1","3","1485","14"
"321411827","1","0","1","1","0","1","2","393","3"
"321484951","1","0","1","1","0","2","6","0","0"
"321485057","1","0","1","1","0","1","4","0","0"
"321614951","1","0","1","0","0","1","1","0","0"
"321736858","1","1","1","1","0","1","4","2971","74"
"32175577","1","1","0","1","0","1","4","9237","11"
"32176857","1","2","1","1","0","1","3","6102","115"
"32177710","1","5","1","1","1","3","6","21483","89"
"321894927","1","1","1","1","0","1","4","2410","40"
"32190180","4","16","4","1","4","4","10","927","39"
"3219282","1","1","1","1","0","2","6","0","0"
"322239054","1","0","1","1","0","1","4","9805","111"
"32254782","1","2","1","0","0","1","2","133","3"
"322640422","1","0","1","1","0","2","3","8320","104"
"3228553","1","1","1","1","0","1","4","0","0"
"32287262","1","1","1","1","0","1","2","1040","18"
"323151","4","16","4","4","4","7","20","297","3"
"32319099","2","4","2","1","0","4","9","683","7"
"32319722","1","2","1","1","0","3","7","0","0"
"3232907","1","0","1","1","0","1","2","430","7"
"323321649","1","0","1","1","0","3","9","18720","89"
"32342266","1","1","1","1","0","2","5","7098","78"
"323600596","1","0","0","1","0","1","2","16751","152"
"323884770","1","1","1","1","0","1","4","1671","22"
"32395842","1","1","1","0","0","1","2","0","0"
"32405004","1","1","1","0","0","1","2","846","44"
"324205186","1","0","1","1","0","1","4","0","0"
"3243592","1","1","1","1","0","1","2","0","0"
"3245088","1","1","1","0","0","1","2","427","18"
"324794","3","9","3","0","3","3","9","0","0"
"32480318","1","1","1","1","0","2","3","334","3"
"325162255","1","0","1","1","0","3","5","0","0"
"325197958","1","0","1","1","0","3","6","0","0"
"32564261","6","108","6","6","6","9","20","44146","600"
"32564685","2","6","2","2","2","7","16","1076","6"
"32580153","2","4","2","2","0","4","7","0","0"
"325913840","15","285","0","15","15","17","55","17767","200"
"32603098","1","0","1","1","0","2","5","0","0"
"32609933","5","30","5","5","5","5","17","4390","113"
"3264356","1","1","1","1","0","2","4","0","0"
"32651829","1","1","1","0","0","1","2","0","0"
"326715332","1","0","1","1","0","2","6","349","3"
"326747090","1","0","1","1","0","1","2","2406","33"
"326830359","2","6","2","2","2","2","5","35345","323"
"32690912","1","1","1","1","0","2","4","0","0"
"32698937","1","2","1","1","0","1","4","6332","115"
"327016266","1","0","1","1","0","1","4","3833","44"
"327037784","1","0","1","1","0","1","2","10080","219"
"32724347","1","1","1","1","0","1","5","0","0"
"3274536","1","3","1","1","1","0","2","7005","85"
"32755374","1","1","1","1","0","2","6","0","0"
"327609250","1","0","1","0","0","1","2","0","0"
"32774151","1","1","1","1","0","2","4","334","7"
"328109796","1","0","1","1","0","1","2","1322","14"
"328444859","5","25","5","5","5","15","31","2889","32"
"32856477","1","1","1","1","0","1","4","0","0"
"328936","1","1","1","1","0","1","4","0","0"
"328937874","1","0","1","1","0","2","5","0","0"
"329226621","1","0","1","1","0","3","5","0","0"
"329227413","1","0","0","1","0","1","2","7476","122"
"329426901","2","0","2","0","0","2","5","0","0"
"32949680","1","1","1","1","0","1","4","0","0"
"32955622","1","0","1","1","0","2","5","4401","55"
"329569216","3","9","3","0","3","3","9","0","0"
"32964261","1","1","1","1","0","1","2","5556","126"
"32967257","1","1","1","1","0","1","4","3744","89"
"329706582","1","0","1","1","0","2","5","1485","37"
"3297213","1","1","1","1","0","3","7","687","3"
"32972756","1","1","1","0","0","1","2","575","18"
"329880462","1","0","1","1","0","1","4","891","14"
"329987943","1","0","1","0","0","1","2","0","0"
"330009879","1","0","1","1","0","1","3","1716","40"
"330167256","2","0","2","0","0","2","4","0","0"
"33024779","1","2","1","1","0","1","4","512","7"
"330340530","1","0","1","1","0","2","5","0","0"
"330355155","1","0","0","1","0","1","2","0","0"
"330371302","1","0","1","1","0","0","2","0","0"
"33041141","1","1","1","1","0","2","6","2005","33"
"3304278","2","4","2","0","0","2","2","0","0"
"330605253","7","0","7","0","0","7","12","0","0"
"330653250","5","30","5","0","5","5","13","1028","6"
"33090120","1","1","1","1","0","1","4","0","0"
"33094907","1","1","1","0","0","1","2","928","18"
"33100937","1","1","1","1","0","2","5","2496","29"
"331274743","1","0","1","0","0","0","0","0","7"
"3314526","36","2304","36","36","36","62","165","13848","116"
"33155618","2","4","2","2","0","3","8","1170","18"
"33203549","1","1","1","0","0","1","2","0","0"
"33210","1","1","1","1","0","1","4","8825","89"
"33217497","1","2","1","1","0","1","2","0","0"
"332421932","1","0","1","1","0","1","2","0","0"
"3324865","1","0","1","1","0","1","3","260","3"
"33261034","1","2","1","1","0","1","2","0","0"
"332622693","1","0","1","1","0","1","6","0","0"
"33269795","2","4","2","1","0","4","8","0","0"
"33273017","1","1","1","1","0","2","6","13267","70"
"3328632","1","146","1","1","1","3","6","0","0"
"33288593","2","4","2","2","0","2","5","148","3"
"33292755","1","1","1","1","0","3","5","854","7"
"333128378","5","20","5","5","5","4","12","24546","196"
"333153556","1","0","1","1","0","2","6","2080","29"
"333344170","1","0","1","1","0","3","5","0","0"
"333344763","1","0","1","1","0","2","4","0","0"
"333382761","2","0","2","2","0","2","8","0","0"
"33340366","1","2","1","1","0","1","2","0","0"
"333413288","1","0","1","1","0","2","4","0","0"
"333451351","1","0","1","1","0","1","4","0","0"
"33369199","1","1","1","0","0","1","1","0","0"
"333710678","1","0","1","1","0","2","5","6251","33"
"33381663","1","1","1","0","0","1","2","0","0"
"33382489","9","81","9","0","9","9","20","612","3"
"33386718","1","0","1","1","0","1","3","0","0"
"33414607","1","1","1","1","0","1","4","0","0"
"33416267","1","1","1","0","0","1","2","0","0"
"33423361","1","0","1","1","0","4","8","12747","48"
"33423692","1","0","1","1","0","0","2","0","0"
"33490403","2","8","1","2","2","4","9","946","14"
"334947431","1","0","1","1","0","2","4","0","0"
"33498650","4","0","4","0","0","4","9","0","0"
"33511759","1","1","1","1","0","2","4","1002","11"
"33516557","1","1","1","1","0","1","2","557","11"
"33519775","3","9","3","3","3","6","18","0","0"
"335416206","1","0","1","1","0","1","3","371","3"
"335424508","1","0","1","0","0","1","2","6217","115"
"335550335","1","0","1","1","0","1","4","0","0"
"335577013","1","1","1","0","0","1","2","0","0"
"3356476","3","24","3","2","3","4","9","293","3"
"33573898","1","1","1","0","0","1","1","0","0"
"33583314","1","1","1","0","0","1","2","0","0"
"3358452","7","147","7","7","7","14","41","20650","421"
"335855122","1","0","1","1","0","1","4","3120","37"
"33590555","1","1","1","1","0","2","5","0","0"
"336032167","1","1","1","1","0","2","4","0","0"
"3362832","1","1","1","1","0","1","4","802","7"
"33714874","1","1","1","0","0","1","2","0","0"
"3374012","1","1","1","1","0","1","4","482","7"
"3374634","5","25","5","5","5","8","20","11914","131"
"33748393","1","1","1","1","0","1","4","0","0"
"33752514","2","6","2","2","2","3","6","2109","28"
"337657841","1","0","1","1","0","2","4","3677","66"
"337765151","1","0","1","1","0","2","4","0","0"
"337863814","1","0","1","1","0","5","9","0","0"
"337877076","1","0","0","0","0","1","2","0","0"
"337937912","1","0","1","1","0","1","4","1485","18"
"33816199","1","3","1","1","1","2","4","0","0"
"338220","1","4","1","1","1","1","3","2763","22"
"33824626","1","1","1","1","0","1","2","0","0"
"33839628","4","12","4","4","4","9","24","43080","392"
"338815457","1","0","1","1","0","1","2","0","0"
"338934339","1","0","1","1","0","1","4","2730","26"
"33907294","1","1","1","1","0","1","2","0","0"
"33923017","1","2","1","0","0","1","2","0","0"
"339509625","17","17","17","17","0","21","72","0","0"
"33958748","1","1","1","1","0","2","4","0","0"
"339617180","1","2","1","1","0","0","2","557","11"
"339844772","1","0","1","1","0","2","5","0","0"
"33992362","1","1","1","1","0","1","4","0","0"
"33994505","2","0","2","0","0","2","4","104","3"
"3399499","1","5","1","1","1","1","2","0","0"
"34001812","1","0","1","1","0","2","4","1040","3"
"3401287","4","28","1","4","4","5","20","47200","604"
"3402890","1","1","1","0","0","1","2","0","0"
"340334969","1","0","1","1","0","1","3","0","0"
"340421","1","1","1","1","0","2","6","2971","37"
"3409230","1","1","1","1","0","0","3","0","0"
"341062210","1","0","1","1","0","1","2","2414","48"
"3412496","1","1","1","0","0","1","1","0","0"
"341263208","1","2","1","0","0","1","1","0","0"
"34127","1","0","1","1","0","1","2","0","0"
"341489562","7","273","7","7","7","14","36","9116","69"
"34156175","1","1","1","0","0","1","2","0","0"
"34165740","1","1","1","1","0","1","4","1314","22"
"34174881","1","1","1","1","0","2","4","1040","18"
"342072032","3","0","3","0","0","3","9","230","3"
"34219348","1","1","1","1","0","2","5","0","0"
"3422468","1","1","1","1","0","2","7","1114","11"
"34248209","1","0","1","1","0","2","5","3669","48"
"34271457","1","1","1","0","0","1","2","1158","22"
"34284894","1","1","1","0","0","1","1","0","0"
"3428494","6","36","6","6","6","37","66","30315","58"
"34329770","1","2","1","1","0","2","6","631","7"
"34342643","1","1","1","1","0","2","5","0","0"
"34344166","1","2","1","1","0","1","4","835","11"
"34371202","1","1","1","1","0","1","4","846","11"
"344380377","3","9","3","0","3","3","6","9901","393"
"34446338","1","2","1","1","0","2","5","668","7"
"34493425","1","1","1","1","0","2","4","0","0"
"34494341","1","1","1","1","0","2","4","0","0"
"345009558","3","0","3","3","0","22","38","0","0"
"34503202","1","1","1","0","0","1","1","557","3"
"34504576","1","1","1","1","0","1","3","0","0"
"34510396","1","1","1","0","0","1","2","0","0"
"34515012","1","1","1","1","0","1","2","8022","178"
"34525220","12","48","12","8","12","16","30","8110","126"
"34527087","1","1","1","1","0","1","2","0","0"
"345472897","3","0","3","0","0","3","6","0","0"
"345600875","2","0","2","2","0","9","19","45689","155"
"3456493","2","2","2","2","0","2","4","497","7"
"34569053","2","6","2","2","2","3","8","15959","200"
"3458239","1","7","1","1","1","3","6","2236","26"
"346552979","1","0","1","1","0","1","2","2525","63"
"34714918","1","1","1","0","0","1","1","0","0"
"347187","2","4","2","2","0","3","7","185","3"
"34731752","1","1","1","1","0","2","4","2596","3"
"347381490","1","0","1","1","0","2","4","16030","193"
"34748110","1","1","1","1","0","2","5","0","0"
"34791980","1","1","1","1","0","3","5","0","0"
"348002088","1","0","1","1","0","1","4","0","0"
"348275811","10","100","10","0","10","10","25","3679","64"
"348281772","3","0","3","3","0","2","6","3045","21"
"348296408","1","0","1","0","0","1","1","0","0"
"3483033","1","1","1","1","0","0","2","1448","11"
"348437528","8","0","5","8","0","18","35","224597","820"
"34844339","2","0","2","2","0","2","4","1997","21"
"348798512","1","0","1","1","0","2","6","2262","26"
"34889492","1","1","1","1","0","1","4","1114","3"
"34894071","1","1","1","1","0","1","4","0","0"
"348946748","1","0","1","0","0","1","2","0","0"
"34900701","1","1","1","1","0","2","5","0","0"
"349015361","2","0","2","0","0","2","9","0","0"
"349016839","2","4","2","0","0","3","6","4490","196"
"349117830","1","314","1","1","1","0","2","0","0"
"349162799","1","0","1","1","0","4","8","12346","44"
"34920124","3","9","3","3","3","3","8","4791","55"
"349300905","1","0","1","0","0","1","3","0","0"
"349331491","2","2","2","2","0","7","10","0","0"
"34984494","1","1","1","1","0","1","2","0","0"
"34986363","2","6","2","2","2","1","4","1522","21"
"349881576","1","4","1","1","1","1","4","0","0"
"349989379","1","1","1","0","0","1","2","557","22"
"35018571","1","1","1","1","0","2","6","4368","26"
"3506247","1","1","1","1","0","1","4","0","0"
"35064670","1","1","1","0","0","1","2","0","0"
"351128893","1","1","1","1","0","0","3","0","0"
"351149049","1","0","1","0","0","1","2","0","0"
"351329843","1","0","1","1","0","3","8","0","0"
"351818","8","64","8","7","8","11","22","37364","250"
"3520160","1","1","1","1","0","1","4","445","3"
"352049856","1","0","1","1","0","1","2","572","7"
"352117338","2","2","2","2","0","3","6","0","0"
"35224457","2","4","2","2","0","2","4","7228","141"
"35231724","1","1","1","1","0","2","4","0","0"
"35232003","1","1","1","1","0","1","2","0","0"
"35271293","1","1","0","1","0","1","3","300","3"
"352715368","1","1","1","1","0","0","2","891","14"
"35273890","1","1","0","1","0","1","2","2436","29"
"352762324","2","4","2","2","0","1","6","0","0"
"352871174","1","2","1","1","0","2","4","0","0"
"352891189","1","0","1","1","0","2","6","2733","29"
"35297686","1","2","1","1","0","2","4","0","0"
"35297977","8","64","8","0","8","8","15","19627","618"
"353013160","1","0","1","1","0","2","6","0","0"
"35305236","1","1","1","1","0","1","4","0","0"
"353548426","1","0","1","1","0","1","4","6741","122"
"35365948","3","9","3","1","3","4","9","1782","31"
"3536905","1","3","1","1","1","1","2","0","0"
"35369131","2","2","2","2","0","4","12","0","0"
"35383190","1","1","1","1","0","1","4","0","0"
"3539028","1","1","1","0","0","1","2","0","0"
"354259151","5","5","5","0","0","5","11","0","0"
"3543667","5","30","5","0","5","5","10","557","11"
"35467334","1","31","1","1","1","1","2","0","0"
"355302050","1","1","1","1","0","2","6","3900","26"
"35534250","1","1","1","0","0","1","1","0","0"
"3554919","1","1","1","1","0","1","2","0","0"
"35549768","4","40","4","4","4","6","22","5373","95"
"355555977","3","6","3","3","0","4","12","18755","310"
"3556136","1","1","1","0","0","1","2","0","0"
"35562145","1","1","1","1","0","1","2","237","3"
"355712251","1","0","1","1","0","2","6","0","0"
"35591858","1","1","1","1","0","1","4","5716","100"
"35617367","2","4","2","2","0","2","4","15154","400"
"356764886","1","0","1","1","0","2","4","7131","89"
"35692021","1","1","1","1","0","1","2","0","0"
"35694684","1","1","1","1","0","3","6","0","0"
"35697422","1","2","1","1","0","1","2","5552","85"
"357074090","1","0","1","0","0","1","2","668","14"
"357235863","1","284","1","1","1","3","6","0","0"
"3574316","1","1","1","1","0","2","4","141","3"
"35748896","1","2","1","1","0","1","2","0","0"
"35757269","1","1","1","0","0","1","2","0","0"
"357613821","2","14","2","2","2","2","10","2317","51"
"35766074","1","1","1","1","0","1","4","0","0"
"357813181","1","0","1","1","0","3","6","0","0"
"35782376","1","1","1","1","0","1","4","2265","37"
"35782823","1","1","1","1","0","2","6","557","7"
"3586415","1","1","1","0","0","1","4","0","0"
"358672181","1","0","1","1","0","1","2","3224","52"
"35884871","1","0","1","1","0","1","3","0","0"
"35894700","1","1","1","1","0","1","4","300","11"
"358971892","1","0","1","1","0","1","2","16380","167"
"359058959","1","0","1","1","0","1","4","2971","37"
"359168999","1","0","1","1","0","1","2","185","3"
"3592458","1","2","1","1","0","2","4","4011","22"
"35934185","1","1","1","1","0","1","2","0","0"
"35940083","13","195","13","13","13","44","110","25110","89"
"359447394","1","0","1","1","0","2","6","3268","40"
"35968350","19","456","19","19","19","22","70","6461","46"
"360159403","1","267","1","1","1","4","8","0","0"
"36029153","1","2","1","1","0","2","4","0","0"
"36038147","1","1","1","1","0","2","6","0","0"
"360413414","1","0","1","1","0","2","4","0","0"
"36072061","1","0","1","1","0","2","3","0","0"
"360842654","3","0","3","0","0","3","6","3795","69"
"360892928","1","1","1","0","0","1","3","260","3"
"361224122","1","1","1","1","0","1","2","0","0"
"361507323","1","0","1","1","0","3","6","0","0"
"3617789","2","4","2","2","0","2","8","2507","33"
"36193513","1","1","1","1","0","1","4","0","0"
"36198202","1","1","1","1","0","1","2","0","0"
"362154304","1","8","1","1","1","4","8","0","0"
"362160959","1","0","1","0","0","1","2","2317","89"
"36222169","3","9","3","3","3","0","6","1967","36"
"36224148","1","1","1","1","0","3","6","0","0"
"362247","32","1216","32","32","32","55","152","88586","1052"
"36232860","1","1","1","1","0","1","4","352","3"
"3624076","1","1","1","0","0","1","2","0","0"
"36258074","1","1","1","1","0","1","4","0","0"
"36270441","2","2","2","2","0","2","6","5107","111"
"36281060","1","16","1","0","1","1","2","0","0"
"36289160","3","9","3","3","3","6","15","8111","95"
"363059055","1","0","1","1","0","3","7","0","0"
"363154865","5","0","5","0","0","5","10","2302","21"
"36319501","1","1","1","1","0","0","3","0","0"
"363441557","1","1","1","1","0","1","4","17784","211"
"36351581","1","1","1","0","0","0","2","560","3"
"363598232","4","0","4","1","0","4","12","18738","366"
"36405782","1","1","0","0","0","1","2","854","18"
"36416824","1","2","1","1","0","2","4","1404","22"
"364287380","1","1","1","1","0","1","4","1426","22"
"36445387","1","0","1","1","0","2","4","1857","18"
"36471643","1","2","0","1","0","4","8","1188","14"
"36511864","2","4","2","2","0","3","10","0","0"
"3651370","1","1","1","0","0","1","2","0","0"
"36534942","1","1","1","1","0","2","5","445","3"
"3658735","1","0","0","1","0","1","4","0","0"
